item,dayOfWeek,week,Quantity
3,3,25,2
3,3,27,1
3,3,28,1
3,3,32,4
3,3,34,1
3,3,35,1
3,3,36,2
3,3,42,1
3,3,50,1
3,3,51,2
3,4,1,1
3,4,2,1
3,4,4,1
3,4,5,1
3,4,9,1
3,4,10,1
3,4,11,3
3,4,13,1
3,4,14,1
3,4,16,2
3,4,17,1
3,4,19,1
3,4,20,2
3,4,21,2
3,4,23,2
3,4,33,2
3,4,36,2
3,4,39,2
3,4,41,1
3,4,44,1
3,4,45,1
3,4,47,2
3,4,49,3
3,4,50,2
3,4,51,2
3,5,1,1
3,5,3,4
3,5,4,1
3,5,5,2
3,5,7,1
3,5,8,1
3,5,9,1
3,5,12,5
3,5,14,1
3,5,17,1
3,5,18,1
3,5,20,1
3,5,21,1
3,5,23,1
3,5,25,2
3,5,30,2
3,5,33,1
3,5,38,1
3,5,40,1
3,5,43,1
3,5,44,1
3,5,45,3
3,5,46,1
3,5,51,1
3,5,52,4
3,6,1,2
3,6,2,2
3,6,3,3
3,6,8,1
3,6,9,1
3,6,10,1
3,6,11,2
3,6,12,1
3,6,13,1
3,6,15,1
3,6,16,2
3,6,17,2
3,6,19,3
3,6,20,3
3,6,21,3
3,6,22,2
3,6,23,1
3,6,25,2
3,6,29,1
3,6,31,1
3,6,32,1
3,6,33,2
3,6,34,2
3,6,37,3
3,6,38,4
3,6,41,1
3,6,42,2
3,6,43,2
3,6,44,2
3,6,45,1
3,6,46,1
3,6,48,1
3,6,52,2
4,0,1,3
4,0,2,1
4,0,3,1
4,0,10,1
4,0,14,1
4,0,18,1
4,0,19,1
4,0,20,1
4,0,22,2
4,0,25,1
4,0,30,1
4,0,35,2
4,0,36,5
4,0,40,1
4,0,41,1
4,0,44,1
4,0,46,1
4,0,47,1
4,0,49,1
4,1,2,1
4,1,4,1
4,1,6,1
4,1,9,1
4,1,10,3
4,1,12,1
4,1,14,3
4,1,15,1
4,1,19,1
4,1,22,1
4,1,23,3
4,1,24,1
4,1,30,1
4,1,32,1
4,1,36,2
4,1,37,2
4,1,41,1
4,1,44,1
4,1,45,5
4,2,2,1
4,2,3,1
4,2,18,1
4,2,19,1
4,2,27,2
4,2,29,1
4,2,40,2
4,2,41,2
4,2,42,1
4,2,49,1
4,2,51,2
4,3,2,2
4,3,7,2
4,3,9,1
4,3,10,3
4,3,13,1
4,3,14,1
4,3,17,2
4,3,22,1
4,3,23,1
4,3,29,1
4,3,32,2
4,3,36,1
4,3,38,1
4,3,41,1
4,3,47,1
4,3,50,1
4,3,52,1
4,4,2,2
4,4,3,1
4,4,4,1
4,4,6,1
4,4,7,1
4,4,9,4
4,4,11,1
4,4,12,1
4,4,13,2
4,4,14,2
4,4,16,2
4,4,21,1
4,4,22,2
4,4,23,3
4,4,24,2
4,4,25,2
4,4,26,3
4,4,28,1
4,4,29,1
4,4,30,4
4,4,31,3
4,4,33,1
4,4,36,2
4,4,41,1
4,4,42,1
4,4,44,1
4,4,46,3
4,4,47,2
4,4,48,1
4,4,49,1
4,4,50,2
4,4,51,1
4,5,1,1
4,5,2,3
4,5,3,6
4,5,4,2
4,5,5,2
4,5,7,3
4,5,8,4
4,5,9,1
4,5,11,2
4,5,12,1
4,5,13,2
4,5,15,1
4,5,16,2
4,5,17,3
4,5,20,2
4,5,21,2
4,5,23,1
4,5,24,4
4,5,25,2
4,5,26,2
4,5,27,3
4,5,28,1
4,5,30,4
4,5,34,1
4,5,36,2
4,5,37,2
4,5,38,2
4,5,39,2
4,5,40,2
4,5,41,3
4,5,42,2
4,5,44,1
4,5,46,1
4,5,47,3
4,5,50,2
4,5,51,3
4,5,52,3
4,6,4,2
4,6,5,4
4,6,6,1
4,6,8,2
4,6,10,1
4,6,12,1
4,6,14,1
4,6,15,1
4,6,19,1
4,6,21,1
4,6,23,1
4,6,24,1
4,6,25,1
4,6,26,1
4,6,32,1
4,6,34,2
4,6,39,1
4,6,43,1
4,6,47,1
4,6,48,2
4,6,49,1
4,6,51,1
5,0,1,10
5,0,2,2
5,0,5,1
5,0,6,3
5,0,9,1
5,0,11,1
5,0,14,2
5,0,15,3
5,0,16,1
5,0,17,2
5,0,19,3
5,0,22,1
5,0,23,4
5,0,24,2
5,0,27,1
5,0,28,5
5,0,29,1
5,0,30,1
5,0,32,2
5,0,35,2
5,0,36,4
5,0,40,2
5,0,41,3
5,0,44,1
5,0,45,2
5,0,46,1
5,0,48,1
5,0,50,3
5,0,52,1
5,1,1,2
5,1,2,7
5,1,6,4
5,1,7,1
5,1,8,1
5,1,9,1
5,1,10,3
5,1,12,2
5,1,13,2
5,1,14,1
5,1,15,4
5,1,16,1
5,1,18,5
5,1,21,1
5,1,23,3
5,1,25,1
5,1,27,1
5,1,28,2
5,1,29,1
5,1,30,1
5,1,31,3
5,1,32,5
5,1,33,1
5,1,35,2
5,1,36,4
5,1,37,4
5,1,38,1
5,1,40,5
5,1,41,2
5,1,42,1
5,1,46,1
5,1,49,1
5,1,50,2
5,2,1,1
5,2,3,2
5,2,4,4
5,2,5,3
5,2,6,1
5,2,7,2
5,2,8,1
5,2,9,5
5,2,10,2
5,2,13,1
5,2,14,4
5,2,15,1
5,2,16,2
5,2,17,2
5,2,18,3
5,2,19,1
5,2,20,3
5,2,21,2
5,2,22,2
5,2,23,3
5,2,24,1
5,2,25,2
5,2,26,3
5,2,27,1
5,2,28,3
5,2,29,1
5,2,30,1
5,2,32,2
5,2,35,2
5,2,36,2
5,2,37,2
5,2,40,3
5,2,41,6
5,2,43,2
5,2,45,2
5,2,47,1
5,2,48,2
5,2,49,5
5,2,51,3
5,2,52,2
5,3,1,4
5,3,2,2
5,3,3,2
5,3,4,2
5,3,5,2
5,3,6,5
5,3,7,2
5,3,9,2
5,3,11,4
5,3,14,4
5,3,16,2
5,3,17,4
5,3,19,2
5,3,20,2
5,3,21,3
5,3,22,1
5,3,23,3
5,3,24,3
5,3,25,3
5,3,26,2
5,3,27,1
5,3,28,3
5,3,29,1
5,3,30,2
5,3,32,3
5,3,33,2
5,3,34,2
5,3,35,2
5,3,36,3
5,3,40,2
5,3,41,4
5,3,42,1
5,3,44,1
5,3,45,2
5,3,48,1
5,3,49,3
5,3,51,4
5,3,52,2
5,4,1,1
5,4,2,4
5,4,4,1
5,4,6,1
5,4,7,5
5,4,8,4
5,4,9,5
5,4,10,4
5,4,11,2
5,4,12,4
5,4,13,5
5,4,14,3
5,4,16,1
5,4,17,3
5,4,18,2
5,4,19,1
5,4,20,2
5,4,21,5
5,4,22,2
5,4,23,1
5,4,24,4
5,4,26,3
5,4,27,4
5,4,28,1
5,4,29,2
5,4,30,3
5,4,31,6
5,4,33,4
5,4,34,2
5,4,36,2
5,4,38,3
5,4,39,4
5,4,40,3
5,4,42,4
5,4,43,6
5,4,44,1
5,4,46,2
5,4,47,1
5,4,49,6
5,4,50,4
5,4,51,3
5,4,52,1
5,5,1,4
5,5,2,2
5,5,3,4
5,5,4,6
5,5,5,4
5,5,7,4
5,5,8,5
5,5,9,2
5,5,10,1
5,5,11,5
5,5,12,7
5,5,13,7
5,5,14,1
5,5,15,3
5,5,16,4
5,5,17,6
5,5,18,8
5,5,19,2
5,5,20,8
5,5,21,5
5,5,22,1
5,5,23,1
5,5,24,1
5,5,25,7
5,5,26,5
5,5,27,7
5,5,28,6
5,5,29,8
5,5,30,7
5,5,32,2
5,5,33,6
5,5,34,7
5,5,35,1
5,5,36,6
5,5,37,10
5,5,38,5
5,5,39,2
5,5,40,1
5,5,41,6
5,5,42,12
5,5,43,7
5,5,44,1
5,5,45,5
5,5,46,6
5,5,47,8
5,5,48,2
5,5,49,3
5,5,50,4
5,5,51,5
5,5,52,6
5,6,1,5
5,6,2,1
5,6,3,1
5,6,4,5
5,6,5,6
5,6,6,2
5,6,7,4
5,6,8,1
5,6,9,1
5,6,10,6
5,6,11,1
5,6,12,3
5,6,13,2
5,6,14,4
5,6,15,3
5,6,16,1
5,6,17,6
5,6,18,1
5,6,19,2
5,6,20,4
5,6,21,8
5,6,23,6
5,6,24,6
5,6,25,4
5,6,26,3
5,6,27,6
5,6,28,2
5,6,29,2
5,6,30,4
5,6,32,5
5,6,34,3
5,6,35,1
5,6,37,4
5,6,38,2
5,6,40,1
5,6,41,1
5,6,42,5
5,6,43,2
5,6,44,1
5,6,45,1
5,6,46,8
5,6,48,4
5,6,49,1
5,6,50,1
5,6,51,4
5,6,52,3
6,0,1,1
6,0,24,1
6,0,27,1
6,0,31,1
6,0,41,1
6,1,9,2
6,1,15,1
6,1,18,1
6,1,29,1
6,2,2,1
6,2,11,1
6,2,41,1
6,3,6,1
6,3,12,1
6,3,13,1
6,3,14,1
6,3,17,1
6,3,22,1
6,3,45,1
6,4,3,1
6,4,4,1
6,4,9,2
6,4,11,1
6,4,14,1
6,4,16,1
6,4,20,1
6,4,24,3
6,4,26,1
6,4,29,1
6,4,31,1
6,4,37,1
6,4,39,1
6,4,46,1
6,4,47,1
6,4,50,1
6,5,2,1
6,5,9,1
6,5,15,1
6,5,20,1
6,5,25,1
6,5,38,1
6,5,41,1
6,5,43,1
6,5,46,1
6,6,14,1
6,6,19,1
6,6,23,1
6,6,37,1
6,6,41,1
6,6,52,1
7,0,1,1
7,0,8,1
7,0,10,1
7,0,23,1
7,0,28,2
7,1,28,1
7,1,30,1
7,1,33,5
7,1,37,1
7,1,48,1
7,1,49,1
7,2,6,1
7,2,11,1
7,2,27,1
7,2,29,1
7,2,30,1
7,2,31,1
7,2,32,1
7,2,37,1
7,2,48,1
7,3,2,2
7,3,5,1
7,3,9,2
7,3,13,1
7,3,17,1
7,3,19,3
7,3,21,1
7,3,28,1
7,3,37,1
7,3,38,1
7,3,39,1
7,3,46,1
7,3,47,1
7,4,4,2
7,4,17,1
7,4,19,1
7,4,20,3
7,4,21,1
7,4,22,1
7,4,26,1
7,4,30,2
7,4,37,1
7,4,38,1
7,4,39,1
7,4,41,1
7,4,42,2
7,4,43,2
7,4,46,1
7,4,47,1
7,4,50,3
7,4,52,1
7,5,2,2
7,5,3,1
7,5,4,4
7,5,8,1
7,5,10,1
7,5,21,2
7,5,24,1
7,5,25,2
7,5,29,1
7,5,30,1
7,5,32,2
7,5,33,1
7,5,34,1
7,5,36,1
7,5,37,1
7,5,39,1
7,5,41,2
7,5,42,1
7,5,43,1
7,5,45,1
7,5,46,1
7,5,47,3
7,5,50,1
7,5,51,2
7,5,52,1
7,6,5,1
7,6,6,2
7,6,15,1
7,6,26,1
7,6,34,1
7,6,36,1
7,6,37,1
7,6,38,1
7,6,42,1
7,6,44,1
7,6,45,1
7,6,48,2
8,0,6,1
8,0,8,1
8,0,20,1
8,0,29,1
8,0,37,1
8,0,39,1
8,0,41,1
8,0,52,1
8,1,18,1
8,1,19,1
8,1,22,1
8,1,24,1
8,1,25,1
8,1,28,1
8,1,42,2
8,1,50,1
8,1,51,1
8,2,2,1
8,2,18,1
8,2,19,1
8,2,36,1
8,2,49,2
8,2,51,1
8,3,1,1
8,3,2,1
8,3,9,1
8,3,18,1
8,3,35,1
8,3,45,1
8,4,2,1
8,4,3,1
8,4,5,1
8,4,9,1
8,4,11,1
8,4,17,1
8,4,20,2
8,4,28,1
8,4,31,1
8,4,33,1
8,4,36,2
8,4,38,1
8,4,40,1
8,4,42,1
8,4,46,1
8,4,50,2
8,5,3,3
8,5,4,1
8,5,11,1
8,5,12,1
8,5,15,1
8,5,16,1
8,5,19,1
8,5,20,2
8,5,21,3
8,5,36,1
8,5,43,1
8,5,46,1
8,5,49,1
8,5,50,1
8,6,14,1
8,6,19,1
8,6,24,1
8,6,45,1
8,6,46,1
8,6,48,1
8,6,50,2
8,6,52,1
9,0,1,3
9,0,2,1
9,0,3,1
9,0,4,1
9,0,6,1
9,0,15,2
9,0,17,1
9,0,19,1
9,0,22,1
9,0,23,1
9,0,27,1
9,0,28,1
9,0,29,2
9,0,31,1
9,0,32,2
9,0,33,1
9,0,34,1
9,0,37,2
9,0,39,1
9,0,40,2
9,0,42,1
9,0,43,1
9,0,47,1
9,0,50,1
9,0,52,1
9,1,2,1
9,1,4,1
9,1,6,1
9,1,8,1
9,1,9,1
9,1,10,1
9,1,11,1
9,1,15,2
9,1,16,1
9,1,18,2
9,1,19,1
9,1,29,1
9,1,32,2
9,1,33,3
9,1,36,1
9,1,37,2
9,1,38,1
9,1,41,2
9,1,44,1
9,1,45,2
9,1,48,1
9,1,50,1
9,2,1,1
9,2,4,2
9,2,12,1
9,2,14,1
9,2,18,1
9,2,19,1
9,2,20,1
9,2,21,2
9,2,23,1
9,2,26,2
9,2,29,1
9,2,32,2
9,2,36,1
9,2,40,1
9,2,41,2
9,2,45,2
9,2,46,1
9,2,49,2
9,2,52,1
9,3,1,2
9,3,3,1
9,3,6,2
9,3,11,2
9,3,12,1
9,3,13,2
9,3,14,1
9,3,16,2
9,3,17,2
9,3,19,2
9,3,21,1
9,3,22,2
9,3,23,1
9,3,26,1
9,3,29,1
9,3,32,2
9,3,35,1
9,3,36,3
9,3,40,1
9,3,41,1
9,3,42,2
9,3,45,1
9,3,49,1
9,3,50,1
9,3,52,2
9,4,2,1
9,4,3,2
9,4,4,4
9,4,6,1
9,4,7,2
9,4,8,1
9,4,9,3
9,4,10,2
9,4,11,3
9,4,12,1
9,4,13,1
9,4,16,2
9,4,20,1
9,4,21,1
9,4,22,3
9,4,23,3
9,4,24,3
9,4,25,1
9,4,26,2
9,4,27,2
9,4,28,1
9,4,29,1
9,4,30,1
9,4,31,1
9,4,32,2
9,4,33,2
9,4,35,1
9,4,36,1
9,4,37,1
9,4,39,2
9,4,40,1
9,4,46,2
9,4,47,2
9,4,49,2
9,4,50,3
9,5,1,1
9,5,2,1
9,5,3,4
9,5,4,3
9,5,5,4
9,5,7,2
9,5,8,4
9,5,9,1
9,5,10,1
9,5,11,2
9,5,12,5
9,5,13,3
9,5,15,1
9,5,16,7
9,5,17,5
9,5,18,1
9,5,19,2
9,5,20,4
9,5,21,6
9,5,24,2
9,5,25,3
9,5,26,3
9,5,27,1
9,5,28,4
9,5,29,2
9,5,30,5
9,5,31,1
9,5,32,2
9,5,33,3
9,5,34,4
9,5,36,2
9,5,37,2
9,5,38,2
9,5,39,5
9,5,40,1
9,5,41,4
9,5,42,1
9,5,43,3
9,5,45,1
9,5,46,2
9,5,47,4
9,5,49,1
9,5,50,3
9,5,51,4
9,5,52,1
9,6,1,2
9,6,3,3
9,6,4,1
9,6,5,8
9,6,6,1
9,6,9,1
9,6,13,1
9,6,15,1
9,6,16,2
9,6,18,1
9,6,19,1
9,6,21,2
9,6,22,2
9,6,23,2
9,6,24,3
9,6,26,1
9,6,27,3
9,6,29,3
9,6,30,1
9,6,32,1
9,6,33,2
9,6,39,1
9,6,40,2
9,6,41,1
9,6,43,1
9,6,44,3
9,6,48,3
9,6,49,1
9,6,50,2
9,6,51,2
9,6,52,1
10,0,1,2
10,0,2,4
10,0,4,1
10,0,5,1
10,0,9,1
10,0,10,2
10,0,12,1
10,0,13,2
10,0,14,3
10,0,15,1
10,0,18,1
10,0,19,2
10,0,20,1
10,0,21,2
10,0,22,4
10,0,23,2
10,0,24,2
10,0,27,2
10,0,30,1
10,0,32,2
10,0,35,1
10,0,37,5
10,0,39,1
10,0,40,6
10,0,41,2
10,0,42,1
10,0,43,1
10,0,47,1
10,0,49,1
10,0,50,5
10,0,51,1
10,0,52,2
10,1,1,2
10,1,6,3
10,1,7,2
10,1,8,1
10,1,11,2
10,1,13,3
10,1,14,1
10,1,15,2
10,1,18,3
10,1,19,2
10,1,20,1
10,1,22,1
10,1,24,1
10,1,25,1
10,1,28,1
10,1,30,2
10,1,33,3
10,1,34,2
10,1,35,4
10,1,36,2
10,1,37,5
10,1,38,1
10,1,39,1
10,1,40,3
10,1,42,1
10,1,45,2
10,1,46,2
10,1,48,2
10,1,49,3
10,1,50,1
10,1,51,6
10,2,1,5
10,2,2,1
10,2,3,1
10,2,4,2
10,2,5,1
10,2,6,1
10,2,7,1
10,2,8,1
10,2,9,2
10,2,10,2
10,2,13,1
10,2,14,4
10,2,17,6
10,2,19,1
10,2,22,1
10,2,23,2
10,2,26,2
10,2,27,3
10,2,30,1
10,2,31,1
10,2,32,5
10,2,33,2
10,2,34,1
10,2,36,3
10,2,37,3
10,2,38,2
10,2,40,3
10,2,41,2
10,2,42,2
10,2,43,2
10,2,46,2
10,2,47,2
10,2,48,3
10,2,51,5
10,3,2,1
10,3,5,1
10,3,6,2
10,3,8,1
10,3,11,6
10,3,12,3
10,3,13,1
10,3,19,1
10,3,20,2
10,3,22,4
10,3,23,3
10,3,24,4
10,3,26,2
10,3,31,2
10,3,33,1
10,3,34,2
10,3,35,1
10,3,36,3
10,3,39,2
10,3,40,1
10,3,41,3
10,3,44,4
10,3,47,1
10,3,49,2
10,3,51,1
10,3,52,6
10,4,2,4
10,4,3,6
10,4,4,5
10,4,5,6
10,4,6,2
10,4,7,7
10,4,8,3
10,4,9,5
10,4,11,3
10,4,12,3
10,4,13,6
10,4,14,1
10,4,16,1
10,4,17,2
10,4,18,4
10,4,20,1
10,4,21,1
10,4,22,1
10,4,23,4
10,4,24,3
10,4,25,2
10,4,26,1
10,4,27,4
10,4,28,2
10,4,29,4
10,4,31,2
10,4,33,1
10,4,34,5
10,4,35,1
10,4,36,3
10,4,37,4
10,4,38,2
10,4,39,1
10,4,40,9
10,4,41,1
10,4,42,3
10,4,44,5
10,4,45,6
10,4,46,6
10,4,47,5
10,4,49,9
10,4,50,6
10,4,52,2
10,5,1,2
10,5,2,4
10,5,3,4
10,5,4,9
10,5,5,5
10,5,7,2
10,5,8,8
10,5,9,3
10,5,10,5
10,5,11,5
10,5,12,5
10,5,13,5
10,5,14,3
10,5,15,3
10,5,16,3
10,5,17,1
10,5,18,1
10,5,19,6
10,5,20,5
10,5,21,3
10,5,23,2
10,5,24,4
10,5,25,2
10,5,26,2
10,5,27,1
10,5,29,3
10,5,30,4
10,5,32,1
10,5,33,4
10,5,34,6
10,5,36,4
10,5,37,8
10,5,38,8
10,5,41,12
10,5,42,6
10,5,43,4
10,5,44,5
10,5,45,1
10,5,46,2
10,5,47,2
10,5,48,5
10,5,49,2
10,5,50,4
10,5,51,4
10,5,52,6
10,6,1,3
10,6,2,4
10,6,3,1
10,6,4,2
10,6,5,2
10,6,6,3
10,6,7,3
10,6,8,1
10,6,9,1
10,6,11,4
10,6,12,5
10,6,13,2
10,6,14,3
10,6,15,1
10,6,17,1
10,6,21,3
10,6,22,2
10,6,24,5
10,6,25,2
10,6,27,3
10,6,29,2
10,6,30,2
10,6,31,1
10,6,32,5
10,6,33,4
10,6,34,1
10,6,35,1
10,6,37,1
10,6,38,3
10,6,40,3
10,6,41,1
10,6,42,1
10,6,43,4
10,6,45,1
10,6,46,2
10,6,47,6
10,6,49,3
10,6,50,5
10,6,51,1
10,6,52,5
11,0,1,3
11,0,2,1
11,0,7,1
11,0,15,1
11,0,17,1
11,0,22,1
11,0,28,1
11,0,29,1
11,0,36,1
11,0,46,1
11,0,48,1
11,1,1,1
11,1,2,3
11,1,6,2
11,1,14,1
11,1,19,2
11,1,22,1
11,1,23,1
11,1,29,1
11,1,31,1
11,1,32,1
11,1,36,1
11,1,41,1
11,1,42,2
11,1,43,1
11,1,45,4
11,1,48,1
11,2,2,1
11,2,6,1
11,2,12,1
11,2,18,2
11,2,29,1
11,2,30,1
11,2,31,1
11,2,37,2
11,2,40,2
11,2,45,2
11,2,49,1
11,3,7,2
11,3,10,1
11,3,11,1
11,3,13,1
11,3,14,1
11,3,19,2
11,3,20,2
11,3,21,2
11,3,27,1
11,3,28,1
11,3,29,1
11,3,30,1
11,3,32,1
11,3,36,1
11,3,41,2
11,3,45,1
11,3,46,1
11,3,47,1
11,3,49,1
11,4,2,2
11,4,3,1
11,4,10,2
11,4,11,2
11,4,12,1
11,4,14,1
11,4,16,1
11,4,20,3
11,4,23,1
11,4,24,2
11,4,25,1
11,4,29,1
11,4,30,3
11,4,32,1
11,4,35,3
11,4,36,2
11,4,37,2
11,4,40,1
11,4,42,1
11,4,43,2
11,4,46,1
11,4,48,1
11,4,49,1
11,4,50,1
11,4,51,1
11,4,52,1
11,5,3,3
11,5,5,3
11,5,6,1
11,5,8,2
11,5,9,1
11,5,11,3
11,5,12,2
11,5,17,2
11,5,20,1
11,5,21,1
11,5,22,1
11,5,24,2
11,5,25,2
11,5,26,2
11,5,27,1
11,5,28,3
11,5,29,2
11,5,30,4
11,5,33,5
11,5,34,1
11,5,37,2
11,5,38,1
11,5,39,2
11,5,40,1
11,5,41,2
11,5,42,3
11,5,43,2
11,5,46,1
11,5,47,1
11,5,50,1
11,5,51,1
11,5,52,1
11,6,1,3
11,6,3,1
11,6,4,2
11,6,5,2
11,6,6,2
11,6,7,1
11,6,8,1
11,6,9,3
11,6,10,1
11,6,11,1
11,6,13,2
11,6,14,1
11,6,15,2
11,6,17,2
11,6,23,3
11,6,25,1
11,6,27,2
11,6,28,2
11,6,29,1
11,6,30,3
11,6,32,2
11,6,34,1
11,6,35,1
11,6,36,1
11,6,38,3
11,6,39,2
11,6,40,1
11,6,42,2
11,6,43,1
11,6,46,4
11,6,47,1
11,6,48,3
11,6,50,2
11,6,51,2
11,6,52,2
12,0,4,1
12,0,14,1
12,0,16,1
12,0,19,1
12,0,28,1
12,0,33,1
12,0,35,1
12,0,52,1
12,1,10,1
12,1,19,1
12,1,23,2
12,1,29,2
12,1,31,1
12,1,37,1
12,1,45,1
12,2,1,1
12,2,2,1
12,2,4,1
12,2,17,1
12,2,18,1
12,2,45,1
12,2,48,1
12,3,7,1
12,3,8,1
12,3,10,1
12,3,15,1
12,3,21,1
12,3,23,1
12,3,24,1
12,3,30,1
12,3,31,1
12,3,38,1
12,3,45,4
12,3,50,1
12,4,2,1
12,4,5,1
12,4,14,1
12,4,20,1
12,4,22,1
12,4,24,1
12,4,26,1
12,4,29,1
12,4,30,1
12,4,31,1
12,4,34,1
12,4,35,1
12,4,43,1
12,4,44,1
12,5,3,2
12,5,4,2
12,5,8,1
12,5,11,1
12,5,12,2
12,5,13,1
12,5,15,1
12,5,16,1
12,5,18,1
12,5,20,3
12,5,21,4
12,5,24,3
12,5,25,1
12,5,26,3
12,5,27,1
12,5,28,1
12,5,29,2
12,5,30,2
12,5,31,1
12,5,34,1
12,5,38,1
